x	y	label	key	showSelected1	group
38.475	-5.3	(<0.19	49	42	-1
25.13125	-6.3	remove<0.23	50	42	-1
42.13125	-6.3	p=1.00	51	42	-1
43.375	-3.3	p=0.00	52	42	-1
55.375	-3.3	p=0.35	53	42	-1
-39.86875	-6.3	p=0.50	54	42	-1
-27.86875	-6.3	p=0.95	55	42	-1
-141.202083333333	-7.3	p=0.09	56	42	-1
-129.202083333333	-7.3	p=0.39	57	42	-1
-22.525	-4.3	p=0.52	58	42	-1
-10.525	-4.3	p=0.95	59	42	-1
-171.202083333333	-7.3	average<1.55	60	42	-1
-153.202083333333	-7.3	p=0.20	61	42	-1
18.13125	-7.3	all<0.28	62	42	-1
32.13125	-7.3	p=1.00	63	42	-1
-80.9	-5.3	p=0.00	64	42	-1
-68.9	-5.3	(<0.12	65	42	-1
-148.452083333333	-11.3	p=0.43	66	42	-1
-136.452083333333	-11.3	p=0.77	67	42	-1
-51.36875	-7.3	p=0.10	68	42	-1
-39.36875	-7.3	p=0.49	69	42	-1
-83.36875	-8.3	p=0.00	70	42	-1
-71.36875	-8.3	p=0.12	71	42	-1
-15.86875	-7.3	p=0.25	72	42	-1
-3.86875000000001	-7.3	p=0.71	73	42	-1
54.13125	-6.3	p=1.00	74	42	-1
66.13125	-6.3	p=0.90	75	42	-1
-179.702083333333	-8.3	total<16.50	76	42	-1
-162.702083333333	-8.3	p=0.00	77	42	-1
-185.702083333333	-9.3	p=0.01	78	42	-1
-173.702083333333	-9.3	(<0.05	79	42	-1
-179.702083333333	-10.3	p=0.14	80	42	-1
-167.702083333333	-10.3	p=0.00	81	42	-1
-87.86875	-6.3	p=0.07	82	42	-1
-75.86875	-6.3	p=0.00	83	42	-1
12.13125	-8.3	p=0.48	84	42	-1
24.13125	-8.3	p=0.86	85	42	-1
0	-0.3	$<0.05	1	43	-1
-9	-1.3	remove<0.06	2	43	-1
9	-1.3	hp<0.19	3	43	-1
-20.75	-2.3	!<0.19	4	43	-1
-8.75	-2.3	!<0.05	5	43	-1
-72.375	-3.3	hp<0.03	6	43	-1
-53.375	-3.3	average<2.77	7	43	-1
6.25	-2.3	your<0.40	8	43	-1
23.25	-2.3	our<0.07	9	43	-1
-61.625	-4.3	free<0.07	10	43	-1
-46.625	-4.3	!<0.56	11	43	-1
-101.625	-4.3	longest<10.50	12	43	-1
-79.625	-4.3	your<0.39	13	43	-1
-124	-5.3	your<0.61	14	43	-1
-107	-5.3	our<0.72	15	43	-1
-123.166666666667	-6.3	george<0.03	16	43	-1
-106.166666666667	-6.3	p=0.87	17	43	-1
-66	-5.3	your<0.66	18	43	-1
-51	-5.3	!<0.53	19	43	-1
17.625	-3.3	longest<15.50	20	43	-1
36.625	-3.3	!<0.31	21	43	-1
-159.166666666667	-6.3	free<0.84	22	43	-1
-142.166666666667	-6.3	our<0.12	23	43	-1
-30.375	-3.3	remove<0.71	24	43	-1
-7.37500000000001	-3.3	average<2.34	25	43	-1
13.375	-4.3	p=0.46	26	43	-1
25.375	-4.3	p=0.93	27	43	-1
-121.5	-7.3	edu<0.04	28	43	-1
-107.5	-7.3	p=0.00	29	43	-1
-129.5	-8.3	all<0.49	30	43	-1
-113.5	-8.3	you<0.36	31	43	-1
-36	-5.3	your<1.02	32	43	-1
-21	-5.3	p=0.96	33	43	-1
-141.75	-9.3	will<1.61	34	43	-1
-126.75	-9.3	p=0.03	35	43	-1
-148.75	-10.3	our<0.01	36	43	-1
-134.75	-10.3	p=0.00	37	43	-1
41.375	-4.3	money<0.03	38	43	-1
57.375	-4.3	p=1.00	39	43	-1
-114.75	-9.3	p=0.22	40	43	-1
-102.75	-9.3	p=0.00	41	43	-1
-16.1666666666667	-6.3	average<3.99	42	43	-1
1.83333333333331	-6.3	p=0.92	43	43	-1
-70.1666666666667	-6.3	!<0.80	44	43	-1
-58.1666666666667	-6.3	!<0.29	45	43	-1
-83.6666666666667	-7.3	you<3.17	46	43	-1
-69.6666666666667	-7.3	p=0.32	47	43	-1
32.375	-5.3	average<3.76	48	43	-1
50.375	-5.3	(<0.19	49	43	-1
19.625	-6.3	remove<0.23	50	43	-1
36.625	-6.3	p=1.00	51	43	-1
48.625	-3.3	p=0.00	52	43	-1
60.625	-3.3	p=0.35	53	43	-1
-46.1666666666667	-6.3	p=0.50	54	43	-1
-34.1666666666667	-6.3	p=0.95	55	43	-1
-147.5	-7.3	p=0.09	56	43	-1
-135.5	-7.3	p=0.39	57	43	-1
-34.625	-4.3	p=0.52	58	43	-1
-22.625	-4.3	p=0.95	59	43	-1
-177.5	-7.3	average<1.55	60	43	-1
-159.5	-7.3	p=0.20	61	43	-1
12.625	-7.3	all<0.28	62	43	-1
26.625	-7.3	p=1.00	63	43	-1
-93	-5.3	p=0.00	64	43	-1
-81	-5.3	(<0.12	65	43	-1
-154.75	-11.3	p=0.43	66	43	-1
-142.75	-11.3	p=0.77	67	43	-1
-57.6666666666667	-7.3	p=0.10	68	43	-1
-45.6666666666667	-7.3	p=0.49	69	43	-1
-89.6666666666667	-8.3	p=0.00	70	43	-1
-77.6666666666667	-8.3	p=0.12	71	43	-1
-22.1666666666667	-7.3	p=0.25	72	43	-1
-10.1666666666667	-7.3	p=0.71	73	43	-1
48.625	-6.3	p=1.00	74	43	-1
60.625	-6.3	p=0.90	75	43	-1
-186	-8.3	total<16.50	76	43	-1
-169	-8.3	p=0.00	77	43	-1
-192	-9.3	p=0.01	78	43	-1
-180	-9.3	(<0.05	79	43	-1
-186	-10.3	p=0.14	80	43	-1
-174	-10.3	p=0.00	81	43	-1
-94.1666666666667	-6.3	p=0.07	82	43	-1
-82.1666666666667	-6.3	p=0.00	83	43	-1
6.62499999999999	-8.3	p=0.48	84	43	-1
18.625	-8.3	p=0.86	85	43	-1
-10.625	-4.3	p=0.90	86	43	-1
1.37499999999999	-4.3	p=0.99	87	43	-1
0	-0.3	$<0.05	1	44	-1
-9	-1.3	remove<0.06	2	44	-1
9	-1.3	hp<0.19	3	44	-1
-20.75	-2.3	!<0.19	4	44	-1
-8.75	-2.3	!<0.05	5	44	-1
-72.375	-3.3	hp<0.03	6	44	-1
-53.375	-3.3	average<2.77	7	44	-1
6.25	-2.3	your<0.40	8	44	-1
23.25	-2.3	our<0.07	9	44	-1
-61.625	-4.3	free<0.07	10	44	-1
-46.625	-4.3	!<0.56	11	44	-1
-101.625	-4.3	longest<10.50	12	44	-1
-79.625	-4.3	your<0.39	13	44	-1
-124	-5.3	your<0.61	14	44	-1
-107	-5.3	our<0.72	15	44	-1
-125.84375	-6.3	george<0.03	16	44	-1
-108.84375	-6.3	p=0.87	17	44	-1
-66	-5.3	your<0.66	18	44	-1
-51	-5.3	!<0.53	19	44	-1
17.625	-3.3	longest<15.50	20	44	-1
36.625	-3.3	!<0.31	21	44	-1
-161.84375	-6.3	free<0.84	22	44	-1
-144.84375	-6.3	our<0.12	23	44	-1
-30.375	-3.3	remove<0.71	24	44	-1
-7.37500000000001	-3.3	average<2.34	25	44	-1
13.375	-4.3	p=0.46	26	44	-1
25.375	-4.3	p=0.93	27	44	-1
-128.010416666667	-7.3	edu<0.04	28	44	-1
-114.010416666667	-7.3	p=0.00	29	44	-1
-136.010416666667	-8.3	all<0.49	30	44	-1
-120.010416666667	-8.3	you<0.36	31	44	-1
-36	-5.3	your<1.02	32	44	-1
-21	-5.3	p=0.96	33	44	-1
-148.260416666667	-9.3	will<1.61	34	44	-1
-133.260416666667	-9.3	p=0.03	35	44	-1
-155.260416666667	-10.3	our<0.01	36	44	-1
-141.260416666667	-10.3	p=0.00	37	44	-1
41.375	-4.3	money<0.03	38	44	-1
57.375	-4.3	p=1.00	39	44	-1
-121.260416666667	-9.3	p=0.22	40	44	-1
-109.260416666667	-9.3	p=0.00	41	44	-1
-14.84375	-6.3	average<3.99	42	44	-1
3.15624999999999	-6.3	p=0.92	43	44	-1
-68.84375	-6.3	!<0.80	44	44	-1
-56.84375	-6.3	!<0.29	45	44	-1
-76.0104166666667	-7.3	you<3.17	46	44	-1
-62.0104166666667	-7.3	p=0.32	47	44	-1
32.375	-5.3	average<3.76	48	44	-1
50.375	-5.3	(<0.19	49	44	-1
20.15625	-6.3	remove<0.23	50	44	-1
37.15625	-6.3	p=1.00	51	44	-1
48.625	-3.3	p=0.00	52	44	-1
60.625	-3.3	p=0.35	53	44	-1
-44.84375	-6.3	p=0.50	54	44	-1
-32.84375	-6.3	p=0.95	55	44	-1
-154.010416666667	-7.3	p=0.09	56	44	-1
-142.010416666667	-7.3	p=0.39	57	44	-1
-34.625	-4.3	p=0.52	58	44	-1
-22.625	-4.3	p=0.95	59	44	-1
-184.010416666667	-7.3	average<1.55	60	44	-1
-166.010416666667	-7.3	p=0.20	61	44	-1
13.15625	-7.3	all<0.28	62	44	-1
27.15625	-7.3	p=1.00	63	44	-1
-93	-5.3	p=0.00	64	44	-1
-81	-5.3	(<0.12	65	44	-1
-161.260416666667	-11.3	p=0.43	66	44	-1
-149.260416666667	-11.3	p=0.77	67	44	-1
-50.0104166666667	-7.3	p=0.10	68	44	-1
-38.0104166666667	-7.3	p=0.49	69	44	-1
-82.0104166666667	-8.3	p=0.00	70	44	-1
-70.0104166666667	-8.3	p=0.12	71	44	-1
-20.84375	-7.3	p=0.25	72	44	-1
-8.84375000000002	-7.3	p=0.71	73	44	-1
49.15625	-6.3	p=1.00	74	44	-1
61.15625	-6.3	p=0.90	75	44	-1
-192.510416666667	-8.3	total<16.50	76	44	-1
-175.510416666667	-8.3	p=0.00	77	44	-1
-198.510416666667	-9.3	p=0.01	78	44	-1
-186.510416666667	-9.3	(<0.05	79	44	-1
-192.510416666667	-10.3	p=0.14	80	44	-1
-180.510416666667	-10.3	p=0.00	81	44	-1
-94.84375	-6.3	all<0.04	82	44	-1
-80.84375	-6.3	p=0.00	83	44	-1
7.15624999999999	-8.3	p=0.48	84	44	-1
19.15625	-8.3	p=0.86	85	44	-1
-10.625	-4.3	p=0.90	86	44	-1
1.37499999999999	-4.3	p=0.99	87	44	-1
-102.010416666667	-7.3	p=0.15	88	44	-1
-90.0104166666667	-7.3	p=0.00	89	44	-1
0	-0.3	$<0.05	1	45	-1
-9	-1.3	remove<0.06	2	45	-1
9	-1.3	hp<0.19	3	45	-1
-20.75	-2.3	!<0.19	4	45	-1
-8.75	-2.3	!<0.05	5	45	-1
-72.375	-3.3	hp<0.03	6	45	-1
-53.375	-3.3	average<2.77	7	45	-1
6.25	-2.3	your<0.40	8	45	-1
23.25	-2.3	our<0.07	9	45	-1
-61.625	-4.3	free<0.07	10	45	-1
-46.625	-4.3	!<0.56	11	45	-1
-101.625	-4.3	longest<10.50	12	45	-1
-79.625	-4.3	your<0.39	13	45	-1
-124	-5.3	your<0.61	14	45	-1
-107	-5.3	our<0.72	15	45	-1
-125.84375	-6.3	george<0.03	16	45	-1
-108.84375	-6.3	p=0.87	17	45	-1
-66	-5.3	your<0.66	18	45	-1
-51	-5.3	!<0.53	19	45	-1
17.625	-3.3	longest<15.50	20	45	-1
36.625	-3.3	!<0.31	21	45	-1
-161.84375	-6.3	free<0.84	22	45	-1
-144.84375	-6.3	our<0.12	23	45	-1
-30.375	-3.3	remove<0.71	24	45	-1
-7.37500000000001	-3.3	average<2.34	25	45	-1
13.375	-4.3	p=0.46	26	45	-1
25.375	-4.3	p=0.93	27	45	-1
-126.760416666667	-7.3	edu<0.04	28	45	-1
-112.760416666667	-7.3	p=0.00	29	45	-1
-134.760416666667	-8.3	all<0.49	30	45	-1
-118.760416666667	-8.3	you<0.36	31	45	-1
-36	-5.3	your<1.02	32	45	-1
-21	-5.3	p=0.96	33	45	-1
-147.010416666667	-9.3	will<1.61	34	45	-1
-132.010416666667	-9.3	p=0.03	35	45	-1
-154.010416666667	-10.3	our<0.01	36	45	-1
-140.010416666667	-10.3	p=0.00	37	45	-1
41.375	-4.3	money<0.03	38	45	-1
57.375	-4.3	p=1.00	39	45	-1
-120.010416666667	-9.3	p=0.22	40	45	-1
-108.010416666667	-9.3	p=0.00	41	45	-1
-14.84375	-6.3	average<3.99	42	45	-1
3.15624999999999	-6.3	p=0.92	43	45	-1
-68.84375	-6.3	!<0.80	44	45	-1
-56.84375	-6.3	!<0.29	45	45	-1
-74.7604166666667	-7.3	you<3.17	46	45	-1
-60.7604166666667	-7.3	p=0.32	47	45	-1
32.375	-5.3	average<3.76	48	45	-1
50.375	-5.3	(<0.19	49	45	-1
20.15625	-6.3	remove<0.23	50	45	-1
37.15625	-6.3	p=1.00	51	45	-1
48.625	-3.3	p=0.00	52	45	-1
60.625	-3.3	p=0.35	53	45	-1
-44.84375	-6.3	p=0.50	54	45	-1
-32.84375	-6.3	p=0.95	55	45	-1
-155.760416666667	-7.3	your<3.62	56	45	-1
-140.760416666667	-7.3	p=0.39	57	45	-1
-34.625	-4.3	p=0.52	58	45	-1
-22.625	-4.3	p=0.95	59	45	-1
-188.760416666667	-7.3	average<1.55	60	45	-1
-170.760416666667	-7.3	p=0.20	61	45	-1
13.15625	-7.3	all<0.28	62	45	-1
27.15625	-7.3	p=1.00	63	45	-1
-93	-5.3	p=0.00	64	45	-1
-81	-5.3	(<0.12	65	45	-1
-160.010416666667	-11.3	p=0.43	66	45	-1
-148.010416666667	-11.3	p=0.77	67	45	-1
-48.7604166666667	-7.3	p=0.10	68	45	-1
-36.7604166666667	-7.3	p=0.49	69	45	-1
-80.7604166666667	-8.3	p=0.00	70	45	-1
-68.7604166666667	-8.3	p=0.12	71	45	-1
-20.84375	-7.3	p=0.25	72	45	-1
-8.84375000000002	-7.3	p=0.71	73	45	-1
49.15625	-6.3	p=1.00	74	45	-1
61.15625	-6.3	p=0.90	75	45	-1
-197.260416666667	-8.3	total<16.50	76	45	-1
-180.260416666667	-8.3	p=0.00	77	45	-1
-203.260416666667	-9.3	p=0.01	78	45	-1
-191.260416666667	-9.3	(<0.05	79	45	-1
-197.260416666667	-10.3	p=0.14	80	45	-1
-185.260416666667	-10.3	p=0.00	81	45	-1
-94.84375	-6.3	all<0.04	82	45	-1
-80.84375	-6.3	p=0.00	83	45	-1
7.15624999999999	-8.3	p=0.48	84	45	-1
19.15625	-8.3	p=0.86	85	45	-1
-10.625	-4.3	p=0.90	86	45	-1
1.37499999999999	-4.3	p=0.99	87	45	-1
-100.760416666667	-7.3	p=0.15	88	45	-1
-88.7604166666667	-7.3	p=0.00	89	45	-1
-161.760416666667	-8.3	p=0.05	90	45	-1
-149.760416666667	-8.3	p=0.25	91	45	-1
0	-0.3	$<0.05	1	46	-1
-9	-1.3	remove<0.06	2	46	-1
9	-1.3	hp<0.19	3	46	-1
-20.75	-2.3	!<0.19	4	46	-1
-8.75	-2.3	!<0.05	5	46	-1
-72.375	-3.3	hp<0.03	6	46	-1
-53.375	-3.3	average<2.77	7	46	-1
6.25	-2.3	your<0.40	8	46	-1
23.25	-2.3	our<0.07	9	46	-1
-61.7083333333334	-4.3	free<0.07	10	46	-1
-46.7083333333334	-4.3	!<0.56	11	46	-1
-101.708333333333	-4.3	longest<10.50	12	46	-1
-79.7083333333334	-4.3	your<0.39	13	46	-1
-124.083333333333	-5.3	your<0.61	14	46	-1
-107.083333333333	-5.3	our<0.72	15	46	-1
-127.177083333333	-6.3	george<0.03	16	46	-1
-110.177083333333	-6.3	p=0.87	17	46	-1
-66.0833333333333	-5.3	your<0.66	18	46	-1
-51.0833333333334	-5.3	!<0.53	19	46	-1
17.625	-3.3	longest<15.50	20	46	-1
36.625	-3.3	!<0.31	21	46	-1
-163.177083333333	-6.3	free<0.84	22	46	-1
-146.177083333333	-6.3	our<0.12	23	46	-1
-30.375	-3.3	remove<0.71	24	46	-1
-7.37500000000001	-3.3	average<2.34	25	46	-1
13.2916666666667	-4.3	p=0.46	26	46	-1
25.2916666666667	-4.3	p=0.93	27	46	-1
-128.09375	-7.3	edu<0.04	28	46	-1
-114.09375	-7.3	p=0.00	29	46	-1
-136.09375	-8.3	all<0.49	30	46	-1
-120.09375	-8.3	you<0.36	31	46	-1
-36.0833333333334	-5.3	your<1.02	32	46	-1
-21.0833333333334	-5.3	p=0.96	33	46	-1
-148.34375	-9.3	will<1.61	34	46	-1
-133.34375	-9.3	p=0.03	35	46	-1
-155.34375	-10.3	our<0.01	36	46	-1
-141.34375	-10.3	p=0.00	37	46	-1
41.2916666666667	-4.3	money<0.03	38	46	-1
58.2916666666667	-4.3	re<0.65	39	46	-1
-121.34375	-9.3	p=0.22	40	46	-1
-109.34375	-9.3	p=0.00	41	46	-1
-16.1770833333334	-6.3	average<3.99	42	46	-1
1.82291666666666	-6.3	p=0.92	43	46	-1
-70.1770833333333	-6.3	!<0.80	44	46	-1
-58.1770833333334	-6.3	!<0.29	45	46	-1
-76.09375	-7.3	you<3.17	46	46	-1
-62.09375	-7.3	p=0.32	47	46	-1
27.2916666666667	-5.3	average<3.76	48	46	-1
45.2916666666667	-5.3	(<0.19	49	46	-1
18.8229166666667	-6.3	remove<0.23	50	46	-1
35.8229166666667	-6.3	p=1.00	51	46	-1
48.625	-3.3	p=0.00	52	46	-1
60.625	-3.3	p=0.35	53	46	-1
-46.1770833333334	-6.3	p=0.50	54	46	-1
-34.1770833333333	-6.3	p=0.95	55	46	-1
-157.09375	-7.3	your<3.62	56	46	-1
-142.09375	-7.3	p=0.39	57	46	-1
-34.7083333333333	-4.3	p=0.52	58	46	-1
-22.7083333333333	-4.3	p=0.95	59	46	-1
-190.09375	-7.3	average<1.55	60	46	-1
-172.09375	-7.3	p=0.20	61	46	-1
11.8229166666667	-7.3	all<0.28	62	46	-1
25.8229166666667	-7.3	p=1.00	63	46	-1
-93.0833333333334	-5.3	p=0.00	64	46	-1
-81.0833333333333	-5.3	(<0.12	65	46	-1
-161.34375	-11.3	p=0.43	66	46	-1
-149.34375	-11.3	p=0.77	67	46	-1
-50.09375	-7.3	p=0.10	68	46	-1
-38.0937500000001	-7.3	p=0.49	69	46	-1
-82.09375	-8.3	p=0.00	70	46	-1
-70.09375	-8.3	p=0.12	71	46	-1
-22.1770833333334	-7.3	p=0.25	72	46	-1
-10.1770833333334	-7.3	p=0.71	73	46	-1
47.8229166666667	-6.3	p=1.00	74	46	-1
59.8229166666667	-6.3	p=0.90	75	46	-1
-198.59375	-8.3	total<16.50	76	46	-1
-181.59375	-8.3	p=0.00	77	46	-1
-204.59375	-9.3	p=0.01	78	46	-1
-192.59375	-9.3	(<0.05	79	46	-1
-198.59375	-10.3	p=0.14	80	46	-1
-186.59375	-10.3	p=0.00	81	46	-1
-96.1770833333333	-6.3	all<0.04	82	46	-1
-82.1770833333333	-6.3	p=0.00	83	46	-1
5.82291666666666	-8.3	p=0.48	84	46	-1
17.8229166666667	-8.3	p=0.86	85	46	-1
-10.7083333333333	-4.3	p=0.90	86	46	-1
1.29166666666666	-4.3	p=0.99	87	46	-1
-102.09375	-7.3	p=0.15	88	46	-1
-90.09375	-7.3	p=0.00	89	46	-1
-163.09375	-8.3	p=0.05	90	46	-1
-151.09375	-8.3	p=0.25	91	46	-1
57.2916666666667	-5.3	p=1.00	92	46	-1
69.2916666666667	-5.3	p=0.95	93	46	-1
0	-0.3	$<0.05	1	47	-1
-9	-1.3	remove<0.06	2	47	-1
9	-1.3	hp<0.19	3	47	-1
-20.75	-2.3	!<0.19	4	47	-1
-8.75	-2.3	!<0.05	5	47	-1
-72.375	-3.3	hp<0.03	6	47	-1
-53.375	-3.3	average<2.77	7	47	-1
6.25	-2.3	your<0.40	8	47	-1
23.25	-2.3	our<0.07	9	47	-1
-61.7083333333334	-4.3	free<0.07	10	47	-1
-46.7083333333334	-4.3	!<0.56	11	47	-1
-101.708333333333	-4.3	longest<10.50	12	47	-1
-79.7083333333334	-4.3	your<0.39	13	47	-1
-124.083333333333	-5.3	your<0.61	14	47	-1
-107.083333333333	-5.3	our<0.72	15	47	-1
-137.055555555556	-6.3	george<0.03	16	47	-1
-120.055555555556	-6.3	p=0.87	17	47	-1
-66.0833333333333	-5.3	your<0.66	18	47	-1
-51.0833333333334	-5.3	!<0.53	19	47	-1
17.625	-3.3	longest<15.50	20	47	-1
36.625	-3.3	!<0.31	21	47	-1
-173.055555555556	-6.3	free<0.84	22	47	-1
-156.055555555556	-6.3	our<0.12	23	47	-1
-30.375	-3.3	remove<0.71	24	47	-1
-7.37500000000001	-3.3	average<2.34	25	47	-1
13.2916666666667	-4.3	p=0.46	26	47	-1
25.2916666666667	-4.3	p=0.93	27	47	-1
-137.972222222222	-7.3	edu<0.04	28	47	-1
-123.972222222222	-7.3	p=0.00	29	47	-1
-145.972222222222	-8.3	all<0.49	30	47	-1
-129.972222222222	-8.3	you<0.36	31	47	-1
-36.0833333333334	-5.3	your<1.02	32	47	-1
-21.0833333333334	-5.3	(<0.01	33	47	-1
-158.222222222222	-9.3	will<1.61	34	47	-1
-143.222222222222	-9.3	p=0.03	35	47	-1
-165.222222222222	-10.3	our<0.01	36	47	-1
-151.222222222222	-10.3	p=0.00	37	47	-1
41.2916666666667	-4.3	money<0.03	38	47	-1
58.2916666666667	-4.3	re<0.65	39	47	-1
-131.222222222222	-9.3	p=0.22	40	47	-1
-119.222222222222	-9.3	p=0.00	41	47	-1
-26.0555555555556	-6.3	average<3.99	42	47	-1
-8.05555555555557	-6.3	p=0.92	43	47	-1
-80.0555555555556	-6.3	!<0.80	44	47	-1
-68.0555555555556	-6.3	!<0.29	45	47	-1
-85.9722222222222	-7.3	you<3.17	46	47	-1
-71.9722222222222	-7.3	p=0.32	47	47	-1
27.2916666666667	-5.3	average<3.76	48	47	-1
45.2916666666667	-5.3	(<0.19	49	47	-1
32.9444444444444	-6.3	remove<0.23	50	47	-1
49.9444444444444	-6.3	p=1.00	51	47	-1
48.625	-3.3	p=0.00	52	47	-1
60.625	-3.3	p=0.35	53	47	-1
-56.0555555555556	-6.3	p=0.50	54	47	-1
-44.0555555555556	-6.3	p=0.95	55	47	-1
-166.972222222222	-7.3	your<3.62	56	47	-1
-151.972222222222	-7.3	p=0.39	57	47	-1
-34.7083333333333	-4.3	p=0.52	58	47	-1
-22.7083333333333	-4.3	p=0.95	59	47	-1
-199.972222222222	-7.3	average<1.55	60	47	-1
-181.972222222222	-7.3	p=0.20	61	47	-1
25.9444444444444	-7.3	all<0.28	62	47	-1
39.9444444444444	-7.3	p=1.00	63	47	-1
-93.0833333333334	-5.3	p=0.00	64	47	-1
-81.0833333333333	-5.3	(<0.12	65	47	-1
-171.222222222222	-11.3	p=0.43	66	47	-1
-159.222222222222	-11.3	p=0.77	67	47	-1
-59.9722222222222	-7.3	p=0.10	68	47	-1
-47.9722222222222	-7.3	p=0.49	69	47	-1
-91.9722222222222	-8.3	p=0.00	70	47	-1
-79.9722222222222	-8.3	p=0.12	71	47	-1
-32.0555555555556	-7.3	p=0.25	72	47	-1
-20.0555555555556	-7.3	p=0.71	73	47	-1
61.9444444444444	-6.3	p=1.00	74	47	-1
73.9444444444445	-6.3	p=0.90	75	47	-1
-208.472222222222	-8.3	total<16.50	76	47	-1
-191.472222222222	-8.3	p=0.00	77	47	-1
-214.472222222222	-9.3	p=0.01	78	47	-1
-202.472222222222	-9.3	(<0.05	79	47	-1
-208.472222222222	-10.3	p=0.14	80	47	-1
-196.472222222222	-10.3	p=0.00	81	47	-1
-106.055555555556	-6.3	all<0.04	82	47	-1
-92.0555555555555	-6.3	p=0.00	83	47	-1
19.9444444444444	-8.3	p=0.48	84	47	-1
31.9444444444444	-8.3	p=0.86	85	47	-1
-10.7083333333333	-4.3	p=0.90	86	47	-1
1.29166666666666	-4.3	p=0.99	87	47	-1
-111.972222222222	-7.3	p=0.15	88	47	-1
-99.9722222222222	-7.3	p=0.00	89	47	-1
-172.972222222222	-8.3	p=0.05	90	47	-1
-160.972222222222	-8.3	p=0.25	91	47	-1
57.2916666666667	-5.3	p=1.00	92	47	-1
69.2916666666667	-5.3	p=0.95	93	47	-1
3.94444444444443	-6.3	p=0.92	94	47	-1
15.9444444444444	-6.3	p=1.00	95	47	-1
0	-0.3	$<0.05	1	48	-1
-9	-1.3	remove<0.06	2	48	-1
9	-1.3	hp<0.19	3	48	-1
-20.75	-2.3	!<0.19	4	48	-1
-8.75	-2.3	!<0.05	5	48	-1
-72.375	-3.3	hp<0.03	6	48	-1
-53.375	-3.3	average<2.77	7	48	-1
6.25	-2.3	your<0.40	8	48	-1
23.25	-2.3	our<0.07	9	48	-1
-62.5416666666667	-4.3	free<0.07	10	48	-1
-47.5416666666667	-4.3	!<0.56	11	48	-1
-102.541666666667	-4.3	longest<10.50	12	48	-1
-80.5416666666667	-4.3	your<0.39	13	48	-1
-124.916666666667	-5.3	your<0.61	14	48	-1
-107.916666666667	-5.3	our<0.72	15	48	-1
-135.518518518519	-6.3	george<0.03	16	48	-1
-118.518518518519	-6.3	p=0.87	17	48	-1
-66.9166666666667	-5.3	your<0.66	18	48	-1
-51.9166666666667	-5.3	!<0.53	19	48	-1
17.625	-3.3	longest<15.50	20	48	-1
36.625	-3.3	!<0.31	21	48	-1
-171.518518518519	-6.3	free<0.84	22	48	-1
-154.518518518519	-6.3	our<0.12	23	48	-1
-30.375	-3.3	remove<0.71	24	48	-1
-7.37500000000001	-3.3	average<2.34	25	48	-1
12.4583333333333	-4.3	p=0.46	26	48	-1
26.4583333333333	-4.3	000<0.09	27	48	-1
-136.435185185185	-7.3	edu<0.04	28	48	-1
-122.435185185185	-7.3	p=0.00	29	48	-1
-144.435185185185	-8.3	all<0.49	30	48	-1
-128.435185185185	-8.3	you<0.36	31	48	-1
-36.9166666666667	-5.3	your<1.02	32	48	-1
-21.9166666666667	-5.3	(<0.01	33	48	-1
-156.685185185185	-9.3	will<1.61	34	48	-1
-141.685185185185	-9.3	p=0.03	35	48	-1
-163.685185185185	-10.3	our<0.01	36	48	-1
-149.685185185185	-10.3	p=0.00	37	48	-1
44.4583333333333	-4.3	money<0.03	38	48	-1
61.4583333333333	-4.3	re<0.65	39	48	-1
-129.685185185185	-9.3	p=0.22	40	48	-1
-117.685185185185	-9.3	p=0.00	41	48	-1
-24.5185185185185	-6.3	average<3.99	42	48	-1
-6.51851851851853	-6.3	p=0.92	43	48	-1
-78.5185185185185	-6.3	!<0.80	44	48	-1
-66.5185185185186	-6.3	!<0.29	45	48	-1
-84.4351851851852	-7.3	you<3.17	46	48	-1
-70.4351851851852	-7.3	p=0.32	47	48	-1
37.125	-5.3	average<3.76	48	48	-1
55.125	-5.3	(<0.19	49	48	-1
34.4814814814815	-6.3	remove<0.23	50	48	-1
51.4814814814815	-6.3	p=1.00	51	48	-1
48.625	-3.3	p=0.00	52	48	-1
60.625	-3.3	p=0.35	53	48	-1
-54.5185185185185	-6.3	p=0.50	54	48	-1
-42.5185185185185	-6.3	p=0.95	55	48	-1
-165.435185185185	-7.3	your<3.62	56	48	-1
-150.435185185185	-7.3	p=0.39	57	48	-1
-35.5416666666667	-4.3	p=0.52	58	48	-1
-23.5416666666667	-4.3	p=0.95	59	48	-1
-198.435185185185	-7.3	average<1.55	60	48	-1
-180.435185185185	-7.3	p=0.20	61	48	-1
27.4814814814815	-7.3	all<0.28	62	48	-1
41.4814814814815	-7.3	p=1.00	63	48	-1
-93.9166666666667	-5.3	p=0.00	64	48	-1
-81.9166666666667	-5.3	(<0.12	65	48	-1
-169.685185185185	-11.3	p=0.43	66	48	-1
-157.685185185185	-11.3	p=0.77	67	48	-1
-58.4351851851852	-7.3	p=0.10	68	48	-1
-46.4351851851852	-7.3	p=0.49	69	48	-1
-90.4351851851852	-8.3	p=0.00	70	48	-1
-78.4351851851852	-8.3	p=0.12	71	48	-1
-30.5185185185185	-7.3	p=0.25	72	48	-1
-18.5185185185185	-7.3	p=0.71	73	48	-1
63.4814814814815	-6.3	p=1.00	74	48	-1
75.4814814814815	-6.3	p=0.90	75	48	-1
