x	xend	y	yend	key	showSelected1
-53.9	-49.525	-4.65	-4.35	18 10	37
-38.9	-49.525	-4.65	-4.35	19 10	37
12.375	6.25	-2.65	-2.35	20 8	37
31.375	6.25	-2.65	-2.35	21 8	37
-137.578571428571	-111.9	-5.65	-5.35	22 14	37
-120.578571428571	-111.9	-5.65	-5.35	23 14	37
-23.625	-8.75	-2.65	-2.35	24 5	37
-6.625	-8.75	-2.65	-2.35	25 5	37
1.475	12.375	-3.65	-3.35	26 20	37
13.475	12.375	-3.65	-3.35	27 20	37
-106.178571428571	-101.578571428571	-6.65	-6.35	28 16	37
-92.1785714285714	-101.578571428571	-6.65	-6.35	29 16	37
-114.178571428571	-106.178571428571	-7.65	-7.35	30 28	37
-98.1785714285714	-106.178571428571	-7.65	-7.35	31 28	37
-23.9	-34.525	-4.65	-4.35	32 11	37
-8.9	-34.525	-4.65	-4.35	33 11	37
-126.428571428571	-114.178571428571	-8.65	-8.35	34 30	37
-111.428571428571	-114.178571428571	-8.65	-8.35	35 30	37
-133.428571428571	-126.428571428571	-9.65	-9.35	36 34	37
-119.428571428571	-126.428571428571	-9.65	-9.35	37 34	37
29.475	31.375	-3.65	-3.35	38 21	37
45.475	31.375	-3.65	-3.35	39 21	37
-99.4285714285714	-98.1785714285714	-8.65	-8.35	40 31	37
-87.4285714285714	-98.1785714285714	-8.65	-8.35	41 31	37
-18.5785714285714	-23.9	-5.65	-5.35	42 32	37
-0.578571428571434	-23.9	-5.65	-5.35	43 32	37
-72.5785714285714	-53.9	-5.65	-5.35	44 18	37
-60.5785714285714	-53.9	-5.65	-5.35	45 18	37
-78.1785714285714	-72.5785714285714	-6.65	-6.35	46 44	37
-64.1785714285714	-72.5785714285714	-6.65	-6.35	47 44	37
20.475	29.475	-4.65	-4.35	48 38	37
38.475	29.475	-4.65	-4.35	49 38	37
16.4214285714286	20.475	-5.65	-5.35	50 48	37
33.4214285714286	20.475	-5.65	-5.35	51 48	37
43.375	23.25	-2.65	-2.35	52 9	37
55.375	23.25	-2.65	-2.35	53 9	37
-48.5785714285714	-38.9	-5.65	-5.35	54 19	37
-36.5785714285714	-38.9	-5.65	-5.35	55 19	37
-132.178571428571	-120.578571428571	-6.65	-6.35	56 23	37
-120.178571428571	-120.578571428571	-6.65	-6.35	57 23	37
-22.525	-23.625	-3.65	-3.35	58 24	37
-10.525	-23.625	-3.65	-3.35	59 24	37
-156.178571428571	-137.578571428571	-6.65	-6.35	60 22	37
-144.178571428571	-137.578571428571	-6.65	-6.35	61 22	37
10.4214285714286	16.4214285714286	-6.65	-6.35	62 50	37
22.4214285714286	16.4214285714286	-6.65	-6.35	63 50	37
-80.9	-67.525	-4.65	-4.35	64 13	37
-68.9	-67.525	-4.65	-4.35	65 13	37
-139.428571428571	-133.428571428571	-10.65	-10.35	66 36	37
-127.428571428571	-133.428571428571	-10.65	-10.35	67 36	37
-52.1785714285714	-60.5785714285714	-6.65	-6.35	68 45	37
-40.1785714285714	-60.5785714285714	-6.65	-6.35	69 45	37
-84.1785714285714	-78.1785714285714	-7.65	-7.35	70 46	37
-72.1785714285714	-78.1785714285714	-7.65	-7.35	71 46	37
-24.5785714285714	-18.5785714285714	-6.65	-6.35	72 42	37
-12.5785714285714	-18.5785714285714	-6.65	-6.35	73 42	37
45.4214285714286	38.475	-5.65	-5.35	74 49	37
57.4214285714286	38.475	-5.65	-5.35	75 49	37
-9	0	-0.65	-0.35	2 1	38
9	0	-0.65	-0.35	3 1	38
-20.75	-9	-1.65	-1.35	4 2	38
-8.75	-9	-1.65	-1.35	5 2	38
-65.625	-20.75	-2.65	-2.35	6 4	38
-46.625	-20.75	-2.65	-2.35	7 4	38
6.25	9	-1.65	-1.35	8 3	38
23.25	9	-1.65	-1.35	9 3	38
-49.525	-46.625	-3.65	-3.35	10 7	38
-34.525	-46.625	-3.65	-3.35	11 7	38
-89.525	-65.625	-3.65	-3.35	12 6	38
-67.525	-65.625	-3.65	-3.35	13 6	38
-111.9	-89.525	-4.65	-4.35	14 12	38
-94.9	-89.525	-4.65	-4.35	15 12	38
-101.578571428571	-94.9	-5.65	-5.35	16 15	38
-84.5785714285714	-94.9	-5.65	-5.35	17 15	38
-53.9	-49.525	-4.65	-4.35	18 10	38
-38.9	-49.525	-4.65	-4.35	19 10	38
12.375	6.25	-2.65	-2.35	20 8	38
31.375	6.25	-2.65	-2.35	21 8	38
-137.578571428571	-111.9	-5.65	-5.35	22 14	38
-120.578571428571	-111.9	-5.65	-5.35	23 14	38
-23.625	-8.75	-2.65	-2.35	24 5	38
-6.625	-8.75	-2.65	-2.35	25 5	38
1.475	12.375	-3.65	-3.35	26 20	38
13.475	12.375	-3.65	-3.35	27 20	38
-105.578571428571	-101.578571428571	-6.65	-6.35	28 16	38
-91.5785714285714	-101.578571428571	-6.65	-6.35	29 16	38
-113.578571428571	-105.578571428571	-7.65	-7.35	30 28	38
-97.5785714285714	-105.578571428571	-7.65	-7.35	31 28	38
-23.9	-34.525	-4.65	-4.35	32 11	38
-8.9	-34.525	-4.65	-4.35	33 11	38
-125.828571428571	-113.578571428571	-8.65	-8.35	34 30	38
-110.828571428571	-113.578571428571	-8.65	-8.35	35 30	38
-132.828571428571	-125.828571428571	-9.65	-9.35	36 34	38
-118.828571428571	-125.828571428571	-9.65	-9.35	37 34	38
29.475	31.375	-3.65	-3.35	38 21	38
45.475	31.375	-3.65	-3.35	39 21	38
-98.8285714285714	-97.5785714285714	-8.65	-8.35	40 31	38
-86.8285714285714	-97.5785714285714	-8.65	-8.35	41 31	38
-18.5785714285714	-23.9	-5.65	-5.35	42 32	38
-0.578571428571434	-23.9	-5.65	-5.35	43 32	38
-72.5785714285714	-53.9	-5.65	-5.35	44 18	38
-60.5785714285714	-53.9	-5.65	-5.35	45 18	38
-77.5785714285714	-72.5785714285714	-6.65	-6.35	46 44	38
-63.5785714285714	-72.5785714285714	-6.65	-6.35	47 44	38
20.475	29.475	-4.65	-4.35	48 38	38
38.475	29.475	-4.65	-4.35	49 38	38
16.4214285714286	20.475	-5.65	-5.35	50 48	38
33.4214285714286	20.475	-5.65	-5.35	51 48	38
43.375	23.25	-2.65	-2.35	52 9	38
55.375	23.25	-2.65	-2.35	53 9	38
-48.5785714285714	-38.9	-5.65	-5.35	54 19	38
-36.5785714285714	-38.9	-5.65	-5.35	55 19	38
-131.578571428571	-120.578571428571	-6.65	-6.35	56 23	38
-119.578571428571	-120.578571428571	-6.65	-6.35	57 23	38
-22.525	-23.625	-3.65	-3.35	58 24	38
-10.525	-23.625	-3.65	-3.35	59 24	38
-161.578571428571	-137.578571428571	-6.65	-6.35	60 22	38
-143.578571428571	-137.578571428571	-6.65	-6.35	61 22	38
10.4214285714286	16.4214285714286	-6.65	-6.35	62 50	38
22.4214285714286	16.4214285714286	-6.65	-6.35	63 50	38
-80.9	-67.525	-4.65	-4.35	64 13	38
-68.9	-67.525	-4.65	-4.35	65 13	38
-138.828571428571	-132.828571428571	-10.65	-10.35	66 36	38
-126.828571428571	-132.828571428571	-10.65	-10.35	67 36	38
-51.5785714285714	-60.5785714285714	-6.65	-6.35	68 45	38
-39.5785714285714	-60.5785714285714	-6.65	-6.35	69 45	38
-83.5785714285714	-77.5785714285714	-7.65	-7.35	70 46	38
-71.5785714285714	-77.5785714285714	-7.65	-7.35	71 46	38
-24.5785714285714	-18.5785714285714	-6.65	-6.35	72 42	38
-12.5785714285714	-18.5785714285714	-6.65	-6.35	73 42	38
45.4214285714286	38.475	-5.65	-5.35	74 49	38
57.4214285714286	38.475	-5.65	-5.35	75 49	38
-167.578571428571	-161.578571428571	-7.65	-7.35	76 60	38
-155.578571428571	-161.578571428571	-7.65	-7.35	77 60	38
-9	0	-0.65	-0.35	2 1	39
9	0	-0.65	-0.35	3 1	39
-20.75	-9	-1.65	-1.35	4 2	39
-8.75	-9	-1.65	-1.35	5 2	39
-65.625	-20.75	-2.65	-2.35	6 4	39
-46.625	-20.75	-2.65	-2.35	7 4	39
6.25	9	-1.65	-1.35	8 3	39
23.25	9	-1.65	-1.35	9 3	39
-49.525	-46.625	-3.65	-3.35	10 7	39
-34.525	-46.625	-3.65	-3.35	11 7	39
-89.525	-65.625	-3.65	-3.35	12 6	39
-67.525	-65.625	-3.65	-3.35	13 6	39
-111.9	-89.525	-4.65	-4.35	14 12	39
-94.9	-89.525	-4.65	-4.35	15 12	39
-101.578571428571	-94.9	-5.65	-5.35	16 15	39
-84.5785714285714	-94.9	-5.65	-5.35	17 15	39
-53.9	-49.525	-4.65	-4.35	18 10	39
-38.9	-49.525	-4.65	-4.35	19 10	39
12.375	6.25	-2.65	-2.35	20 8	39
31.375	6.25	-2.65	-2.35	21 8	39
-137.578571428571	-111.9	-5.65	-5.35	22 14	39
-120.578571428571	-111.9	-5.65	-5.35	23 14	39
-23.625	-8.75	-2.65	-2.35	24 5	39
-6.625	-8.75	-2.65	-2.35	25 5	39
1.475	12.375	-3.65	-3.35	26 20	39
13.475	12.375	-3.65	-3.35	27 20	39
-105.578571428571	-101.578571428571	-6.65	-6.35	28 16	39
-91.5785714285714	-101.578571428571	-6.65	-6.35	29 16	39
-113.578571428571	-105.578571428571	-7.65	-7.35	30 28	39
-97.5785714285714	-105.578571428571	-7.65	-7.35	31 28	39
-23.9	-34.525	-4.65	-4.35	32 11	39
-8.9	-34.525	-4.65	-4.35	33 11	39
-125.828571428571	-113.578571428571	-8.65	-8.35	34 30	39
-110.828571428571	-113.578571428571	-8.65	-8.35	35 30	39
-132.828571428571	-125.828571428571	-9.65	-9.35	36 34	39
-118.828571428571	-125.828571428571	-9.65	-9.35	37 34	39
29.475	31.375	-3.65	-3.35	38 21	39
45.475	31.375	-3.65	-3.35	39 21	39
-98.8285714285714	-97.5785714285714	-8.65	-8.35	40 31	39
-86.8285714285714	-97.5785714285714	-8.65	-8.35	41 31	39
-18.5785714285714	-23.9	-5.65	-5.35	42 32	39
-0.578571428571434	-23.9	-5.65	-5.35	43 32	39
-72.5785714285714	-53.9	-5.65	-5.35	44 18	39
-60.5785714285714	-53.9	-5.65	-5.35	45 18	39
-77.5785714285714	-72.5785714285714	-6.65	-6.35	46 44	39
-63.5785714285714	-72.5785714285714	-6.65	-6.35	47 44	39
20.475	29.475	-4.65	-4.35	48 38	39
38.475	29.475	-4.65	-4.35	49 38	39
16.4214285714286	20.475	-5.65	-5.35	50 48	39
33.4214285714286	20.475	-5.65	-5.35	51 48	39
43.375	23.25	-2.65	-2.35	52 9	39
55.375	23.25	-2.65	-2.35	53 9	39
-48.5785714285714	-38.9	-5.65	-5.35	54 19	39
-36.5785714285714	-38.9	-5.65	-5.35	55 19	39
-131.578571428571	-120.578571428571	-6.65	-6.35	56 23	39
-119.578571428571	-120.578571428571	-6.65	-6.35	57 23	39
-22.525	-23.625	-3.65	-3.35	58 24	39
-10.525	-23.625	-3.65	-3.35	59 24	39
-161.578571428571	-137.578571428571	-6.65	-6.35	60 22	39
-143.578571428571	-137.578571428571	-6.65	-6.35	61 22	39
10.4214285714286	16.4214285714286	-6.65	-6.35	62 50	39
22.4214285714286	16.4214285714286	-6.65	-6.35	63 50	39
-80.9	-67.525	-4.65	-4.35	64 13	39
-68.9	-67.525	-4.65	-4.35	65 13	39
-138.828571428571	-132.828571428571	-10.65	-10.35	66 36	39
-126.828571428571	-132.828571428571	-10.65	-10.35	67 36	39
-51.5785714285714	-60.5785714285714	-6.65	-6.35	68 45	39
-39.5785714285714	-60.5785714285714	-6.65	-6.35	69 45	39
-83.5785714285714	-77.5785714285714	-7.65	-7.35	70 46	39
-71.5785714285714	-77.5785714285714	-7.65	-7.35	71 46	39
-24.5785714285714	-18.5785714285714	-6.65	-6.35	72 42	39
-12.5785714285714	-18.5785714285714	-6.65	-6.35	73 42	39
45.4214285714286	38.475	-5.65	-5.35	74 49	39
57.4214285714286	38.475	-5.65	-5.35	75 49	39
-170.078571428571	-161.578571428571	-7.65	-7.35	76 60	39
-153.078571428571	-161.578571428571	-7.65	-7.35	77 60	39
-176.078571428571	-170.078571428571	-8.65	-8.35	78 76	39
-164.078571428571	-170.078571428571	-8.65	-8.35	79 76	39
-9	0	-0.65	-0.35	2 1	40
9	0	-0.65	-0.35	3 1	40
-20.75	-9	-1.65	-1.35	4 2	40
-8.75	-9	-1.65	-1.35	5 2	40
-65.625	-20.75	-2.65	-2.35	6 4	40
-46.625	-20.75	-2.65	-2.35	7 4	40
6.25	9	-1.65	-1.35	8 3	40
23.25	9	-1.65	-1.35	9 3	40
-49.525	-46.625	-3.65	-3.35	10 7	40
-34.525	-46.625	-3.65	-3.35	11 7	40
-89.525	-65.625	-3.65	-3.35	12 6	40
-67.525	-65.625	-3.65	-3.35	13 6	40
-111.9	-89.525	-4.65	-4.35	14 12	40
-94.9	-89.525	-4.65	-4.35	15 12	40
-101.578571428571	-94.9	-5.65	-5.35	16 15	40
-84.5785714285714	-94.9	-5.65	-5.35	17 15	40
-53.9	-49.525	-4.65	-4.35	18 10	40
-38.9	-49.525	-4.65	-4.35	19 10	40
12.375	6.25	-2.65	-2.35	20 8	40
31.375	6.25	-2.65	-2.35	21 8	40
-137.578571428571	-111.9	-5.65	-5.35	22 14	40
-120.578571428571	-111.9	-5.65	-5.35	23 14	40
-23.625	-8.75	-2.65	-2.35	24 5	40
-6.625	-8.75	-2.65	-2.35	25 5	40
1.475	12.375	-3.65	-3.35	26 20	40
13.475	12.375	-3.65	-3.35	27 20	40
-105.578571428571	-101.578571428571	-6.65	-6.35	28 16	40
-91.5785714285714	-101.578571428571	-6.65	-6.35	29 16	40
-113.578571428571	-105.578571428571	-7.65	-7.35	30 28	40
-97.5785714285714	-105.578571428571	-7.65	-7.35	31 28	40
-23.9	-34.525	-4.65	-4.35	32 11	40
-8.9	-34.525	-4.65	-4.35	33 11	40
-125.828571428571	-113.578571428571	-8.65	-8.35	34 30	40
-110.828571428571	-113.578571428571	-8.65	-8.35	35 30	40
-132.828571428571	-125.828571428571	-9.65	-9.35	36 34	40
-118.828571428571	-125.828571428571	-9.65	-9.35	37 34	40
29.475	31.375	-3.65	-3.35	38 21	40
45.475	31.375	-3.65	-3.35	39 21	40
-98.8285714285714	-97.5785714285714	-8.65	-8.35	40 31	40
-86.8285714285714	-97.5785714285714	-8.65	-8.35	41 31	40
-18.5785714285714	-23.9	-5.65	-5.35	42 32	40
-0.578571428571434	-23.9	-5.65	-5.35	43 32	40
-72.5785714285714	-53.9	-5.65	-5.35	44 18	40
-60.5785714285714	-53.9	-5.65	-5.35	45 18	40
-77.5785714285714	-72.5785714285714	-6.65	-6.35	46 44	40
-63.5785714285714	-72.5785714285714	-6.65	-6.35	47 44	40
20.475	29.475	-4.65	-4.35	48 38	40
38.475	29.475	-4.65	-4.35	49 38	40
16.4214285714286	20.475	-5.65	-5.35	50 48	40
33.4214285714286	20.475	-5.65	-5.35	51 48	40
43.375	23.25	-2.65	-2.35	52 9	40
55.375	23.25	-2.65	-2.35	53 9	40
-48.5785714285714	-38.9	-5.65	-5.35	54 19	40
-36.5785714285714	-38.9	-5.65	-5.35	55 19	40
-131.578571428571	-120.578571428571	-6.65	-6.35	56 23	40
-119.578571428571	-120.578571428571	-6.65	-6.35	57 23	40
-22.525	-23.625	-3.65	-3.35	58 24	40
-10.525	-23.625	-3.65	-3.35	59 24	40
-161.578571428571	-137.578571428571	-6.65	-6.35	60 22	40
-143.578571428571	-137.578571428571	-6.65	-6.35	61 22	40
10.4214285714286	16.4214285714286	-6.65	-6.35	62 50	40
22.4214285714286	16.4214285714286	-6.65	-6.35	63 50	40
-80.9	-67.525	-4.65	-4.35	64 13	40
-68.9	-67.525	-4.65	-4.35	65 13	40
-138.828571428571	-132.828571428571	-10.65	-10.35	66 36	40
-126.828571428571	-132.828571428571	-10.65	-10.35	67 36	40
-51.5785714285714	-60.5785714285714	-6.65	-6.35	68 45	40
-39.5785714285714	-60.5785714285714	-6.65	-6.35	69 45	40
-83.5785714285714	-77.5785714285714	-7.65	-7.35	70 46	40
-71.5785714285714	-77.5785714285714	-7.65	-7.35	71 46	40
-24.5785714285714	-18.5785714285714	-6.65	-6.35	72 42	40
-12.5785714285714	-18.5785714285714	-6.65	-6.35	73 42	40
45.4214285714286	38.475	-5.65	-5.35	74 49	40
57.4214285714286	38.475	-5.65	-5.35	75 49	40
-170.078571428571	-161.578571428571	-7.65	-7.35	76 60	40
-153.078571428571	-161.578571428571	-7.65	-7.35	77 60	40
-176.078571428571	-170.078571428571	-8.65	-8.35	78 76	40
-164.078571428571	-170.078571428571	-8.65	-8.35	79 76	40
-170.078571428571	-164.078571428571	-9.65	-9.35	80 79	40
-158.078571428571	-164.078571428571	-9.65	-9.35	81 79	40
-9	0	-0.65	-0.35	2 1	41
9	0	-0.65	-0.35	3 1	41
-20.75	-9	-1.65	-1.35	4 2	41
-8.75	-9	-1.65	-1.35	5 2	41
-65.625	-20.75	-2.65	-2.35	6 4	41
-46.625	-20.75	-2.65	-2.35	7 4	41
6.25	9	-1.65	-1.35	8 3	41
23.25	9	-1.65	-1.35	9 3	41
-49.525	-46.625	-3.65	-3.35	10 7	41
-34.525	-46.625	-3.65	-3.35	11 7	41
-89.525	-65.625	-3.65	-3.35	12 6	41
-67.525	-65.625	-3.65	-3.35	13 6	41
-111.9	-89.525	-4.65	-4.35	14 12	41
-94.9	-89.525	-4.65	-4.35	15 12	41
-116.86875	-94.9	-5.65	-5.35	16 15	41
-99.86875	-94.9	-5.65	-5.35	17 15	41
-53.9	-49.525	-4.65	-4.35	18 10	41
-38.9	-49.525	-4.65	-4.35	19 10	41
12.375	6.25	-2.65	-2.35	20 8	41
31.375	6.25	-2.65	-2.35	21 8	41
-152.86875	-111.9	-5.65	-5.35	22 14	41
-135.86875	-111.9	-5.65	-5.35	23 14	41
-23.625	-8.75	-2.65	-2.35	24 5	41
-6.625	-8.75	-2.65	-2.35	25 5	41
1.475	12.375	-3.65	-3.35	26 20	41
13.475	12.375	-3.65	-3.35	27 20	41
-115.202083333333	-116.86875	-6.65	-6.35	28 16	41
-101.202083333333	-116.86875	-6.65	-6.35	29 16	41
-123.202083333333	-115.202083333333	-7.65	-7.35	30 28	41
-107.202083333333	-115.202083333333	-7.65	-7.35	31 28	41
-23.9	-34.525	-4.65	-4.35	32 11	41
-8.9	-34.525	-4.65	-4.35	33 11	41
-135.452083333333	-123.202083333333	-8.65	-8.35	34 30	41
-120.452083333333	-123.202083333333	-8.65	-8.35	35 30	41
-142.452083333333	-135.452083333333	-9.65	-9.35	36 34	41
-128.452083333333	-135.452083333333	-9.65	-9.35	37 34	41
29.475	31.375	-3.65	-3.35	38 21	41
45.475	31.375	-3.65	-3.35	39 21	41
-108.452083333333	-107.202083333333	-8.65	-8.35	40 31	41
-96.4520833333333	-107.202083333333	-8.65	-8.35	41 31	41
-9.86875000000001	-23.9	-5.65	-5.35	42 32	41
8.13124999999999	-23.9	-5.65	-5.35	43 32	41
-63.86875	-53.9	-5.65	-5.35	44 18	41
-51.86875	-53.9	-5.65	-5.35	45 18	41
-77.36875	-63.86875	-6.65	-6.35	46 44	41
-63.36875	-63.86875	-6.65	-6.35	47 44	41
20.475	29.475	-4.65	-4.35	48 38	41
38.475	29.475	-4.65	-4.35	49 38	41
25.13125	20.475	-5.65	-5.35	50 48	41
42.13125	20.475	-5.65	-5.35	51 48	41
43.375	23.25	-2.65	-2.35	52 9	41
55.375	23.25	-2.65	-2.35	53 9	41
-39.86875	-38.9	-5.65	-5.35	54 19	41
-27.86875	-38.9	-5.65	-5.35	55 19	41
-141.202083333333	-135.86875	-6.65	-6.35	56 23	41
-129.202083333333	-135.86875	-6.65	-6.35	57 23	41
-22.525	-23.625	-3.65	-3.35	58 24	41
-10.525	-23.625	-3.65	-3.35	59 24	41
-171.202083333333	-152.86875	-6.65	-6.35	60 22	41
-153.202083333333	-152.86875	-6.65	-6.35	61 22	41
19.13125	25.13125	-6.65	-6.35	62 50	41
31.13125	25.13125	-6.65	-6.35	63 50	41
-80.9	-67.525	-4.65	-4.35	64 13	41
-68.9	-67.525	-4.65	-4.35	65 13	41
-148.452083333333	-142.452083333333	-10.65	-10.35	66 36	41
-136.452083333333	-142.452083333333	-10.65	-10.35	67 36	41
-51.36875	-51.86875	-6.65	-6.35	68 45	41
-39.36875	-51.86875	-6.65	-6.35	69 45	41
-83.36875	-77.36875	-7.65	-7.35	70 46	41
-71.36875	-77.36875	-7.65	-7.35	71 46	41
-15.86875	-9.86875000000001	-6.65	-6.35	72 42	41
-3.86875000000001	-9.86875000000001	-6.65	-6.35	73 42	41
54.13125	38.475	-5.65	-5.35	74 49	41
66.13125	38.475	-5.65	-5.35	75 49	41
-179.702083333333	-171.202083333333	-7.65	-7.35	76 60	41
-162.702083333333	-171.202083333333	-7.65	-7.35	77 60	41
-185.702083333333	-179.702083333333	-8.65	-8.35	78 76	41
-173.702083333333	-179.702083333333	-8.65	-8.35	79 76	41
-179.702083333333	-173.702083333333	-9.65	-9.35	80 79	41
-167.702083333333	-173.702083333333	-9.65	-9.35	81 79	41
-87.86875	-68.9	-5.65	-5.35	82 65	41
-75.86875	-68.9	-5.65	-5.35	83 65	41
-9	0	-0.65	-0.35	2 1	42
9	0	-0.65	-0.35	3 1	42
-20.75	-9	-1.65	-1.35	4 2	42
-8.75	-9	-1.65	-1.35	5 2	42
-65.625	-20.75	-2.65	-2.35	6 4	42
-46.625	-20.75	-2.65	-2.35	7 4	42
6.25	9	-1.65	-1.35	8 3	42
23.25	9	-1.65	-1.35	9 3	42
-49.525	-46.625	-3.65	-3.35	10 7	42
-34.525	-46.625	-3.65	-3.35	11 7	42
-89.525	-65.625	-3.65	-3.35	12 6	42
-67.525	-65.625	-3.65	-3.35	13 6	42
-111.9	-89.525	-4.65	-4.35	14 12	42
-94.9	-89.525	-4.65	-4.35	15 12	42
-116.86875	-94.9	-5.65	-5.35	16 15	42
-99.86875	-94.9	-5.65	-5.35	17 15	42
-53.9	-49.525	-4.65	-4.35	18 10	42
-38.9	-49.525	-4.65	-4.35	19 10	42
12.375	6.25	-2.65	-2.35	20 8	42
31.375	6.25	-2.65	-2.35	21 8	42
-152.86875	-111.9	-5.65	-5.35	22 14	42
-135.86875	-111.9	-5.65	-5.35	23 14	42
-23.625	-8.75	-2.65	-2.35	24 5	42
-6.625	-8.75	-2.65	-2.35	25 5	42
1.475	12.375	-3.65	-3.35	26 20	42
13.475	12.375	-3.65	-3.35	27 20	42
-115.202083333333	-116.86875	-6.65	-6.35	28 16	42
-101.202083333333	-116.86875	-6.65	-6.35	29 16	42
-123.202083333333	-115.202083333333	-7.65	-7.35	30 28	42
-107.202083333333	-115.202083333333	-7.65	-7.35	31 28	42
-23.9	-34.525	-4.65	-4.35	32 11	42
-8.9	-34.525	-4.65	-4.35	33 11	42
-135.452083333333	-123.202083333333	-8.65	-8.35	34 30	42
-120.452083333333	-123.202083333333	-8.65	-8.35	35 30	42
-142.452083333333	-135.452083333333	-9.65	-9.35	36 34	42
-128.452083333333	-135.452083333333	-9.65	-9.35	37 34	42
29.475	31.375	-3.65	-3.35	38 21	42
45.475	31.375	-3.65	-3.35	39 21	42
-108.452083333333	-107.202083333333	-8.65	-8.35	40 31	42
-96.4520833333333	-107.202083333333	-8.65	-8.35	41 31	42
-9.86875000000001	-23.9	-5.65	-5.35	42 32	42
8.13124999999999	-23.9	-5.65	-5.35	43 32	42
-63.86875	-53.9	-5.65	-5.35	44 18	42
-51.86875	-53.9	-5.65	-5.35	45 18	42
-77.36875	-63.86875	-6.65	-6.35	46 44	42
-63.36875	-63.86875	-6.65	-6.35	47 44	42
20.475	29.475	-4.65	-4.35	48 38	42
38.475	29.475	-4.65	-4.35	49 38	42
25.13125	20.475	-5.65	-5.35	50 48	42
42.13125	20.475	-5.65	-5.35	51 48	42
43.375	23.25	-2.65	-2.35	52 9	42
55.375	23.25	-2.65	-2.35	53 9	42
-39.86875	-38.9	-5.65	-5.35	54 19	42
-27.86875	-38.9	-5.65	-5.35	55 19	42
-141.202083333333	-135.86875	-6.65	-6.35	56 23	42
-129.202083333333	-135.86875	-6.65	-6.35	57 23	42
-22.525	-23.625	-3.65	-3.35	58 24	42
-10.525	-23.625	-3.65	-3.35	59 24	42
-171.202083333333	-152.86875	-6.65	-6.35	60 22	42
-153.202083333333	-152.86875	-6.65	-6.35	61 22	42
18.13125	25.13125	-6.65	-6.35	62 50	42
32.13125	25.13125	-6.65	-6.35	63 50	42
-80.9	-67.525	-4.65	-4.35	64 13	42
-68.9	-67.525	-4.65	-4.35	65 13	42
-148.452083333333	-142.452083333333	-10.65	-10.35	66 36	42
-136.452083333333	-142.452083333333	-10.65	-10.35	67 36	42
-51.36875	-51.86875	-6.65	-6.35	68 45	42
-39.36875	-51.86875	-6.65	-6.35	69 45	42
-83.36875	-77.36875	-7.65	-7.35	70 46	42
-71.36875	-77.36875	-7.65	-7.35	71 46	42
-15.86875	-9.86875000000001	-6.65	-6.35	72 42	42
-3.86875000000001	-9.86875000000001	-6.65	-6.35	73 42	42
54.13125	38.475	-5.65	-5.35	74 49	42
66.13125	38.475	-5.65	-5.35	75 49	42
-179.702083333333	-171.202083333333	-7.65	-7.35	76 60	42
-162.702083333333	-171.202083333333	-7.65	-7.35	77 60	42
-185.702083333333	-179.702083333333	-8.65	-8.35	78 76	42
-173.702083333333	-179.702083333333	-8.65	-8.35	79 76	42
-179.702083333333	-173.702083333333	-9.65	-9.35	80 79	42
-167.702083333333	-173.702083333333	-9.65	-9.35	81 79	42
-87.86875	-68.9	-5.65	-5.35	82 65	42
-75.86875	-68.9	-5.65	-5.35	83 65	42
12.13125	18.13125	-7.65	-7.35	84 62	42
24.13125	18.13125	-7.65	-7.35	85 62	42
-9	0	-0.65	-0.35	2 1	43
9	0	-0.65	-0.35	3 1	43
-20.75	-9	-1.65	-1.35	4 2	43
-8.75	-9	-1.65	-1.35	5 2	43
-72.375	-20.75	-2.65	-2.35	6 4	43
-53.375	-20.75	-2.65	-2.35	7 4	43
6.25	9	-1.65	-1.35	8 3	43
23.25	9	-1.65	-1.35	9 3	43
-61.625	-53.375	-3.65	-3.35	10 7	43
-46.625	-53.375	-3.65	-3.35	11 7	43
-101.625	-72.375	-3.65	-3.35	12 6	43
-79.625	-72.375	-3.65	-3.35	13 6	43
-124	-101.625	-4.65	-4.35	14 12	43
-107	-101.625	-4.65	-4.35	15 12	43
-123.166666666667	-107	-5.65	-5.35	16 15	43
-106.166666666667	-107	-5.65	-5.35	17 15	43
-66	-61.625	-4.65	-4.35	18 10	43
-51	-61.625	-4.65	-4.35	19 10	43
17.625	6.25	-2.65	-2.35	20 8	43
36.625	6.25	-2.65	-2.35	21 8	43
-159.166666666667	-124	-5.65	-5.35	22 14	43
-142.166666666667	-124	-5.65	-5.35	23 14	43
-30.375	-8.75	-2.65	-2.35	24 5	43
-7.37500000000001	-8.75	-2.65	-2.35	25 5	43
13.375	17.625	-3.65	-3.35	26 20	43
25.375	17.625	-3.65	-3.35	27 20	43
-121.5	-123.166666666667	-6.65	-6.35	28 16	43
-107.5	-123.166666666667	-6.65	-6.35	29 16	43
-129.5	-121.5	-7.65	-7.35	30 28	43
-113.5	-121.5	-7.65	-7.35	31 28	43
-36	-46.625	-4.65	-4.35	32 11	43
-21	-46.625	-4.65	-4.35	33 11	43
-141.75	-129.5	-8.65	-8.35	34 30	43
-126.75	-129.5	-8.65	-8.35	35 30	43
-148.75	-141.75	-9.65	-9.35	36 34	43
-134.75	-141.75	-9.65	-9.35	37 34	43
41.375	36.625	-3.65	-3.35	38 21	43
57.375	36.625	-3.65	-3.35	39 21	43
-114.75	-113.5	-8.65	-8.35	40 31	43
-102.75	-113.5	-8.65	-8.35	41 31	43
