fill	xmin	xmax	ymin	ymax	key	showSelected1
#BEBEBE	-62	-45.8	-5.35	-4.65	18	37
#BEBEBE	-44.3	-33.5	-5.35	-4.65	19	37
#BEBEBE	0.674999999999999	24.075	-3.35	-2.65	20	37
#BEBEBE	25.975	36.775	-3.35	-2.65	21	37
#BEBEBE	-145.678571428571	-129.478571428571	-6.35	-5.65	22	37
#BEBEBE	-127.778571428571	-113.378571428571	-6.35	-5.65	23	37
#BEBEBE	-33.525	-13.725	-3.35	-2.65	24	37
#FF2E16	-12.025	-1.225	-3.35	-2.65	25	37
#F2FAFF	-3.925	6.875	-4.35	-3.65	26	37
#FF4C2D	8.075	18.875	-4.35	-3.65	27	37
#BEBEBE	-113.378571428571	-98.9785714285714	-7.35	-6.65	28	37
#00BFFF	-97.5785714285714	-86.7785714285714	-7.35	-6.65	29	37
#BEBEBE	-121.378571428571	-106.978571428571	-8.35	-7.65	30	37
#BEBEBE	-105.378571428571	-90.9785714285714	-8.35	-7.65	31	37
#BEBEBE	-32	-15.8	-5.35	-4.65	32	37
#FF331A	-14.3	-3.5	-5.35	-4.65	33	37
#BEBEBE	-134.528571428571	-118.328571428571	-9.35	-8.65	34	37
#3DC3FF	-116.828571428571	-106.028571428571	-9.35	-8.65	35	37
#BEBEBE	-140.628571428571	-126.228571428571	-10.35	-9.65	36	37
#00BFFF	-124.828571428571	-114.028571428571	-10.35	-9.65	37	37
#BEBEBE	20.475	38.475	-4.35	-3.65	38	37
#FF0802	40.075	50.875	-4.35	-3.65	39	37
#9EDAFF	-104.828571428571	-94.0285714285714	-9.35	-8.65	40	37
#00BFFF	-92.8285714285714	-82.0285714285714	-9.35	-8.65	41	37
#BEBEBE	-29.3785714285714	-7.77857142857143	-6.35	-5.65	42	37
#FF5232	-5.97857142857143	4.82142857142857	-6.35	-5.65	43	37
#BEBEBE	-77.9785714285714	-67.1785714285714	-6.35	-5.65	44	37
#BEBEBE	-65.9785714285714	-55.1785714285714	-6.35	-5.65	45	37
#BEBEBE	-85.3785714285714	-70.9785714285714	-7.35	-6.65	46	37
#C6E8FF	-69.5785714285714	-58.7785714285714	-7.35	-6.65	47	37
#BEBEBE	9.675	31.275	-5.35	-4.65	48	37
#BEBEBE	33.075	43.875	-5.35	-4.65	49	37
#BEBEBE	6.52142857142857	26.3214285714286	-6.35	-5.65	50	37
#FF0000	28.0214285714286	38.8214285714286	-6.35	-5.65	51	37
#00BFFF	37.975	48.775	-3.35	-2.65	52	37
#CFEBFF	49.975	60.775	-3.35	-2.65	53	37
#FFFFFF	-53.9785714285714	-43.1785714285714	-6.35	-5.65	54	37
#FF3A1F	-41.9785714285714	-31.1785714285714	-6.35	-5.65	55	37
#64CAFF	-137.578571428571	-126.778571428571	-7.35	-6.65	56	37
#DDF1FF	-125.578571428571	-114.778571428571	-7.35	-6.65	57	37
#FFF9F7	-27.925	-17.125	-4.35	-3.65	58	37
#FF3C20	-15.925	-5.125	-4.35	-3.65	59	37
#26C1FF	-161.578571428571	-150.778571428571	-7.35	-6.65	60	37
#98D8FF	-149.578571428571	-138.778571428571	-7.35	-6.65	61	37
#FFBFAA	5.02142857142857	15.8214285714286	-7.35	-6.65	62	37
#FF0000	17.0214285714286	27.8214285714286	-7.35	-6.65	63	37
#00BFFF	-86.3	-75.5	-5.35	-4.65	64	37
#36C2FF	-74.3	-63.5	-5.35	-4.65	65	37
#EAF6FF	-144.828571428571	-134.028571428571	-11.35	-10.65	66	37
#FF9779	-132.828571428571	-122.028571428571	-11.35	-10.65	67	37
#6ACCFF	-57.5785714285714	-46.7785714285714	-7.35	-6.65	68	37
#FBFDFF	-45.5785714285714	-34.7785714285714	-7.35	-6.65	69	37
#00BFFF	-89.5785714285714	-78.7785714285714	-8.35	-7.65	70	37
#77CFFF	-77.5785714285714	-66.7785714285714	-8.35	-7.65	71	37
#ABDFFF	-29.9785714285714	-19.1785714285714	-7.35	-6.65	72	37
#FFAC93	-17.9785714285714	-7.17857142857143	-7.35	-6.65	73	37
#FF0000	40.0214285714286	50.8214285714286	-6.35	-5.65	74	37
#FF5B3A	52.0214285714286	62.8214285714286	-6.35	-5.65	75	37
#BEBEBE	-5.4	5.4	-0.35	0.35	1	38
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	38
#BEBEBE	2.7	15.3	-1.35	-0.65	3	38
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	38
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	38
#BEBEBE	-71.925	-59.325	-3.35	-2.65	6	38
#BEBEBE	-57.425	-35.825	-3.35	-2.65	7	38
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	38
#BEBEBE	16.05	30.45	-2.35	-1.65	9	38
#BEBEBE	-57.625	-41.425	-4.35	-3.65	10	38
#BEBEBE	-39.925	-29.125	-4.35	-3.65	11	38
#BEBEBE	-101.225	-77.825	-4.35	-3.65	12	38
#BEBEBE	-75.625	-59.425	-4.35	-3.65	13	38
#BEBEBE	-120	-103.8	-5.35	-4.65	14	38
#BEBEBE	-102.1	-87.7	-5.35	-4.65	15	38
#BEBEBE	-111.478571428571	-91.6785714285714	-6.35	-5.65	16	38
#FF6C4A	-89.9785714285715	-79.1785714285714	-6.35	-5.65	17	38
#BEBEBE	-62	-45.8	-5.35	-4.65	18	38
#BEBEBE	-44.3	-33.5	-5.35	-4.65	19	38
#BEBEBE	0.674999999999999	24.075	-3.35	-2.65	20	38
#BEBEBE	25.975	36.775	-3.35	-2.65	21	38
#BEBEBE	-145.678571428571	-129.478571428571	-6.35	-5.65	22	38
#BEBEBE	-127.778571428571	-113.378571428571	-6.35	-5.65	23	38
#BEBEBE	-33.525	-13.725	-3.35	-2.65	24	38
#FF2E16	-12.025	-1.225	-3.35	-2.65	25	38
#F2FAFF	-3.925	6.875	-4.35	-3.65	26	38
#FF4C2D	8.075	18.875	-4.35	-3.65	27	38
#BEBEBE	-112.778571428571	-98.3785714285714	-7.35	-6.65	28	38
#00BFFF	-96.9785714285715	-86.1785714285714	-7.35	-6.65	29	38
#BEBEBE	-120.778571428571	-106.378571428571	-8.35	-7.65	30	38
#BEBEBE	-104.778571428571	-90.3785714285714	-8.35	-7.65	31	38
#BEBEBE	-32	-15.8	-5.35	-4.65	32	38
#FF331A	-14.3	-3.5	-5.35	-4.65	33	38
#BEBEBE	-133.928571428571	-117.728571428571	-9.35	-8.65	34	38
#3DC3FF	-116.228571428571	-105.428571428571	-9.35	-8.65	35	38
#BEBEBE	-140.028571428571	-125.628571428571	-10.35	-9.65	36	38
#00BFFF	-124.228571428571	-113.428571428571	-10.35	-9.65	37	38
#BEBEBE	20.475	38.475	-4.35	-3.65	38	38
#FF0802	40.075	50.875	-4.35	-3.65	39	38
#9EDAFF	-104.228571428571	-93.4285714285714	-9.35	-8.65	40	38
#00BFFF	-92.2285714285714	-81.4285714285714	-9.35	-8.65	41	38
#BEBEBE	-29.3785714285714	-7.77857142857143	-6.35	-5.65	42	38
#FF5232	-5.97857142857143	4.82142857142857	-6.35	-5.65	43	38
#BEBEBE	-77.9785714285714	-67.1785714285714	-6.35	-5.65	44	38
#BEBEBE	-65.9785714285714	-55.1785714285714	-6.35	-5.65	45	38
#BEBEBE	-84.7785714285715	-70.3785714285714	-7.35	-6.65	46	38
#C6E8FF	-68.9785714285715	-58.1785714285714	-7.35	-6.65	47	38
#BEBEBE	9.675	31.275	-5.35	-4.65	48	38
#BEBEBE	33.075	43.875	-5.35	-4.65	49	38
#BEBEBE	6.52142857142857	26.3214285714286	-6.35	-5.65	50	38
#FF0000	28.0214285714286	38.8214285714286	-6.35	-5.65	51	38
#00BFFF	37.975	48.775	-3.35	-2.65	52	38
#CFEBFF	49.975	60.775	-3.35	-2.65	53	38
#FFFFFF	-53.9785714285714	-43.1785714285714	-6.35	-5.65	54	38
#FF3A1F	-41.9785714285714	-31.1785714285714	-6.35	-5.65	55	38
#64CAFF	-136.978571428571	-126.178571428571	-7.35	-6.65	56	38
#DDF1FF	-124.978571428571	-114.178571428571	-7.35	-6.65	57	38
#FFF9F7	-27.925	-17.125	-4.35	-3.65	58	38
#FF3C20	-15.925	-5.125	-4.35	-3.65	59	38
#BEBEBE	-172.378571428571	-150.778571428571	-7.35	-6.65	60	38
#98D8FF	-148.978571428571	-138.178571428571	-7.35	-6.65	61	38
#FFBFAA	5.02142857142857	15.8214285714286	-7.35	-6.65	62	38
#FF0000	17.0214285714286	27.8214285714286	-7.35	-6.65	63	38
#00BFFF	-86.3	-75.5	-5.35	-4.65	64	38
#36C2FF	-74.3	-63.5	-5.35	-4.65	65	38
#EAF6FF	-144.228571428571	-133.428571428571	-11.35	-10.65	66	38
#FF9779	-132.228571428571	-121.428571428571	-11.35	-10.65	67	38
#6ACCFF	-56.9785714285714	-46.1785714285714	-7.35	-6.65	68	38
#FBFDFF	-44.9785714285714	-34.1785714285714	-7.35	-6.65	69	38
#00BFFF	-88.9785714285715	-78.1785714285714	-8.35	-7.65	70	38
#77CFFF	-76.9785714285715	-66.1785714285714	-8.35	-7.65	71	38
#ABDFFF	-29.9785714285714	-19.1785714285714	-7.35	-6.65	72	38
#FFAC93	-17.9785714285714	-7.17857142857143	-7.35	-6.65	73	38
#FF0000	40.0214285714286	50.8214285714286	-6.35	-5.65	74	38
#FF5B3A	52.0214285714286	62.8214285714286	-6.35	-5.65	75	38
#32C2FF	-172.978571428571	-162.178571428571	-8.35	-7.65	76	38
#00BFFF	-160.978571428571	-150.178571428571	-8.35	-7.65	77	38
#BEBEBE	-5.4	5.4	-0.35	0.35	1	39
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	39
#BEBEBE	2.7	15.3	-1.35	-0.65	3	39
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	39
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	39
#BEBEBE	-71.925	-59.325	-3.35	-2.65	6	39
#BEBEBE	-57.425	-35.825	-3.35	-2.65	7	39
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	39
#BEBEBE	16.05	30.45	-2.35	-1.65	9	39
#BEBEBE	-57.625	-41.425	-4.35	-3.65	10	39
#BEBEBE	-39.925	-29.125	-4.35	-3.65	11	39
#BEBEBE	-101.225	-77.825	-4.35	-3.65	12	39
#BEBEBE	-75.625	-59.425	-4.35	-3.65	13	39
#BEBEBE	-120	-103.8	-5.35	-4.65	14	39
#BEBEBE	-102.1	-87.7	-5.35	-4.65	15	39
#BEBEBE	-111.478571428571	-91.6785714285714	-6.35	-5.65	16	39
#FF6C4A	-89.9785714285715	-79.1785714285714	-6.35	-5.65	17	39
#BEBEBE	-62	-45.8	-5.35	-4.65	18	39
#BEBEBE	-44.3	-33.5	-5.35	-4.65	19	39
#BEBEBE	0.674999999999999	24.075	-3.35	-2.65	20	39
#BEBEBE	25.975	36.775	-3.35	-2.65	21	39
#BEBEBE	-145.678571428571	-129.478571428571	-6.35	-5.65	22	39
#BEBEBE	-127.778571428571	-113.378571428571	-6.35	-5.65	23	39
#BEBEBE	-33.525	-13.725	-3.35	-2.65	24	39
#FF2E16	-12.025	-1.225	-3.35	-2.65	25	39
#F2FAFF	-3.925	6.875	-4.35	-3.65	26	39
#FF4C2D	8.075	18.875	-4.35	-3.65	27	39
#BEBEBE	-112.778571428571	-98.3785714285714	-7.35	-6.65	28	39
#00BFFF	-96.9785714285715	-86.1785714285714	-7.35	-6.65	29	39
#BEBEBE	-120.778571428571	-106.378571428571	-8.35	-7.65	30	39
#BEBEBE	-104.778571428571	-90.3785714285714	-8.35	-7.65	31	39
#BEBEBE	-32	-15.8	-5.35	-4.65	32	39
#FF331A	-14.3	-3.5	-5.35	-4.65	33	39
#BEBEBE	-133.928571428571	-117.728571428571	-9.35	-8.65	34	39
#3DC3FF	-116.228571428571	-105.428571428571	-9.35	-8.65	35	39
#BEBEBE	-140.028571428571	-125.628571428571	-10.35	-9.65	36	39
#00BFFF	-124.228571428571	-113.428571428571	-10.35	-9.65	37	39
#BEBEBE	20.475	38.475	-4.35	-3.65	38	39
#FF0802	40.075	50.875	-4.35	-3.65	39	39
#9EDAFF	-104.228571428571	-93.4285714285714	-9.35	-8.65	40	39
#00BFFF	-92.2285714285714	-81.4285714285714	-9.35	-8.65	41	39
#BEBEBE	-29.3785714285714	-7.77857142857143	-6.35	-5.65	42	39
#FF5232	-5.97857142857143	4.82142857142857	-6.35	-5.65	43	39
#BEBEBE	-77.9785714285714	-67.1785714285714	-6.35	-5.65	44	39
#BEBEBE	-65.9785714285714	-55.1785714285714	-6.35	-5.65	45	39
#BEBEBE	-84.7785714285715	-70.3785714285714	-7.35	-6.65	46	39
#C6E8FF	-68.9785714285715	-58.1785714285714	-7.35	-6.65	47	39
#BEBEBE	9.675	31.275	-5.35	-4.65	48	39
#BEBEBE	33.075	43.875	-5.35	-4.65	49	39
#BEBEBE	6.52142857142857	26.3214285714286	-6.35	-5.65	50	39
#FF0000	28.0214285714286	38.8214285714286	-6.35	-5.65	51	39
#00BFFF	37.975	48.775	-3.35	-2.65	52	39
#CFEBFF	49.975	60.775	-3.35	-2.65	53	39
#FFFFFF	-53.9785714285714	-43.1785714285714	-6.35	-5.65	54	39
#FF3A1F	-41.9785714285714	-31.1785714285714	-6.35	-5.65	55	39
#64CAFF	-136.978571428571	-126.178571428571	-7.35	-6.65	56	39
#DDF1FF	-124.978571428571	-114.178571428571	-7.35	-6.65	57	39
#FFF9F7	-27.925	-17.125	-4.35	-3.65	58	39
#FF3C20	-15.925	-5.125	-4.35	-3.65	59	39
#BEBEBE	-172.378571428571	-150.778571428571	-7.35	-6.65	60	39
#98D8FF	-148.978571428571	-138.178571428571	-7.35	-6.65	61	39
#FFBFAA	5.02142857142857	15.8214285714286	-7.35	-6.65	62	39
#FF0000	17.0214285714286	27.8214285714286	-7.35	-6.65	63	39
#00BFFF	-86.3	-75.5	-5.35	-4.65	64	39
#36C2FF	-74.3	-63.5	-5.35	-4.65	65	39
#EAF6FF	-144.228571428571	-133.428571428571	-11.35	-10.65	66	39
#FF9779	-132.228571428571	-121.428571428571	-11.35	-10.65	67	39
#6ACCFF	-56.9785714285714	-46.1785714285714	-7.35	-6.65	68	39
#FBFDFF	-44.9785714285714	-34.1785714285714	-7.35	-6.65	69	39
#00BFFF	-88.9785714285715	-78.1785714285714	-8.35	-7.65	70	39
#77CFFF	-76.9785714285715	-66.1785714285714	-8.35	-7.65	71	39
#ABDFFF	-29.9785714285714	-19.1785714285714	-7.35	-6.65	72	39
#FFAC93	-17.9785714285714	-7.17857142857143	-7.35	-6.65	73	39
#FF0000	40.0214285714286	50.8214285714286	-6.35	-5.65	74	39
#FF5B3A	52.0214285714286	62.8214285714286	-6.35	-5.65	75	39
#BEBEBE	-179.978571428571	-160.178571428571	-8.35	-7.65	76	39
#00BFFF	-158.478571428571	-147.678571428571	-8.35	-7.65	77	39
#1BC0FF	-181.478571428571	-170.678571428571	-9.35	-8.65	78	39
#54C7FF	-169.478571428571	-158.678571428571	-9.35	-8.65	79	39
#BEBEBE	-5.4	5.4	-0.35	0.35	1	40
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	40
#BEBEBE	2.7	15.3	-1.35	-0.65	3	40
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	40
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	40
#BEBEBE	-71.925	-59.325	-3.35	-2.65	6	40
#BEBEBE	-57.425	-35.825	-3.35	-2.65	7	40
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	40
#BEBEBE	16.05	30.45	-2.35	-1.65	9	40
#BEBEBE	-57.625	-41.425	-4.35	-3.65	10	40
#BEBEBE	-39.925	-29.125	-4.35	-3.65	11	40
#BEBEBE	-101.225	-77.825	-4.35	-3.65	12	40
#BEBEBE	-75.625	-59.425	-4.35	-3.65	13	40
#BEBEBE	-120	-103.8	-5.35	-4.65	14	40
#BEBEBE	-102.1	-87.7	-5.35	-4.65	15	40
#BEBEBE	-111.478571428571	-91.6785714285714	-6.35	-5.65	16	40
#FF6C4A	-89.9785714285715	-79.1785714285714	-6.35	-5.65	17	40
#BEBEBE	-62	-45.8	-5.35	-4.65	18	40
#BEBEBE	-44.3	-33.5	-5.35	-4.65	19	40
#BEBEBE	0.674999999999999	24.075	-3.35	-2.65	20	40
#BEBEBE	25.975	36.775	-3.35	-2.65	21	40
#BEBEBE	-145.678571428571	-129.478571428571	-6.35	-5.65	22	40
#BEBEBE	-127.778571428571	-113.378571428571	-6.35	-5.65	23	40
#BEBEBE	-33.525	-13.725	-3.35	-2.65	24	40
#FF2E16	-12.025	-1.225	-3.35	-2.65	25	40
#F2FAFF	-3.925	6.875	-4.35	-3.65	26	40
#FF4C2D	8.075	18.875	-4.35	-3.65	27	40
#BEBEBE	-112.778571428571	-98.3785714285714	-7.35	-6.65	28	40
#00BFFF	-96.9785714285715	-86.1785714285714	-7.35	-6.65	29	40
#BEBEBE	-120.778571428571	-106.378571428571	-8.35	-7.65	30	40
#BEBEBE	-104.778571428571	-90.3785714285714	-8.35	-7.65	31	40
#BEBEBE	-32	-15.8	-5.35	-4.65	32	40
#FF331A	-14.3	-3.5	-5.35	-4.65	33	40
#BEBEBE	-133.928571428571	-117.728571428571	-9.35	-8.65	34	40
#3DC3FF	-116.228571428571	-105.428571428571	-9.35	-8.65	35	40
#BEBEBE	-140.028571428571	-125.628571428571	-10.35	-9.65	36	40
#00BFFF	-124.228571428571	-113.428571428571	-10.35	-9.65	37	40
#BEBEBE	20.475	38.475	-4.35	-3.65	38	40
#FF0802	40.075	50.875	-4.35	-3.65	39	40
#9EDAFF	-104.228571428571	-93.4285714285714	-9.35	-8.65	40	40
#00BFFF	-92.2285714285714	-81.4285714285714	-9.35	-8.65	41	40
#BEBEBE	-29.3785714285714	-7.77857142857143	-6.35	-5.65	42	40
#FF5232	-5.97857142857143	4.82142857142857	-6.35	-5.65	43	40
#BEBEBE	-77.9785714285714	-67.1785714285714	-6.35	-5.65	44	40
#BEBEBE	-65.9785714285714	-55.1785714285714	-6.35	-5.65	45	40
#BEBEBE	-84.7785714285715	-70.3785714285714	-7.35	-6.65	46	40
#C6E8FF	-68.9785714285715	-58.1785714285714	-7.35	-6.65	47	40
#BEBEBE	9.675	31.275	-5.35	-4.65	48	40
#BEBEBE	33.075	43.875	-5.35	-4.65	49	40
#BEBEBE	6.52142857142857	26.3214285714286	-6.35	-5.65	50	40
#FF0000	28.0214285714286	38.8214285714286	-6.35	-5.65	51	40
#00BFFF	37.975	48.775	-3.35	-2.65	52	40
#CFEBFF	49.975	60.775	-3.35	-2.65	53	40
#FFFFFF	-53.9785714285714	-43.1785714285714	-6.35	-5.65	54	40
#FF3A1F	-41.9785714285714	-31.1785714285714	-6.35	-5.65	55	40
#64CAFF	-136.978571428571	-126.178571428571	-7.35	-6.65	56	40
#DDF1FF	-124.978571428571	-114.178571428571	-7.35	-6.65	57	40
#FFF9F7	-27.925	-17.125	-4.35	-3.65	58	40
#FF3C20	-15.925	-5.125	-4.35	-3.65	59	40
#BEBEBE	-172.378571428571	-150.778571428571	-7.35	-6.65	60	40
#98D8FF	-148.978571428571	-138.178571428571	-7.35	-6.65	61	40
#FFBFAA	5.02142857142857	15.8214285714286	-7.35	-6.65	62	40
#FF0000	17.0214285714286	27.8214285714286	-7.35	-6.65	63	40
#00BFFF	-86.3	-75.5	-5.35	-4.65	64	40
#36C2FF	-74.3	-63.5	-5.35	-4.65	65	40
#EAF6FF	-144.228571428571	-133.428571428571	-11.35	-10.65	66	40
#FF9779	-132.228571428571	-121.428571428571	-11.35	-10.65	67	40
#6ACCFF	-56.9785714285714	-46.1785714285714	-7.35	-6.65	68	40
#FBFDFF	-44.9785714285714	-34.1785714285714	-7.35	-6.65	69	40
#00BFFF	-88.9785714285715	-78.1785714285714	-8.35	-7.65	70	40
#77CFFF	-76.9785714285715	-66.1785714285714	-8.35	-7.65	71	40
#ABDFFF	-29.9785714285714	-19.1785714285714	-7.35	-6.65	72	40
#FFAC93	-17.9785714285714	-7.17857142857143	-7.35	-6.65	73	40
#FF0000	40.0214285714286	50.8214285714286	-6.35	-5.65	74	40
#FF5B3A	52.0214285714286	62.8214285714286	-6.35	-5.65	75	40
#BEBEBE	-179.978571428571	-160.178571428571	-8.35	-7.65	76	40
#00BFFF	-158.478571428571	-147.678571428571	-8.35	-7.65	77	40
#1BC0FF	-181.478571428571	-170.678571428571	-9.35	-8.65	78	40
#BEBEBE	-169.478571428571	-158.678571428571	-9.35	-8.65	79	40
#7FD1FF	-175.478571428571	-164.678571428571	-10.35	-9.65	80	40
#00BFFF	-163.478571428571	-152.678571428571	-10.35	-9.65	81	40
#BEBEBE	-5.4	5.4	-0.35	0.35	1	41
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	41
#BEBEBE	2.7	15.3	-1.35	-0.65	3	41
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	41
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	41
#BEBEBE	-71.925	-59.325	-3.35	-2.65	6	41
#BEBEBE	-57.425	-35.825	-3.35	-2.65	7	41
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	41
#BEBEBE	16.05	30.45	-2.35	-1.65	9	41
#BEBEBE	-57.625	-41.425	-4.35	-3.65	10	41
#BEBEBE	-39.925	-29.125	-4.35	-3.65	11	41
#BEBEBE	-101.225	-77.825	-4.35	-3.65	12	41
#BEBEBE	-75.625	-59.425	-4.35	-3.65	13	41
#BEBEBE	-120	-103.8	-5.35	-4.65	14	41
#BEBEBE	-102.1	-87.7	-5.35	-4.65	15	41
#BEBEBE	-126.76875	-106.96875	-6.35	-5.65	16	41
#FF6C4A	-105.26875	-94.46875	-6.35	-5.65	17	41
#BEBEBE	-62	-45.8	-5.35	-4.65	18	41
#BEBEBE	-44.3	-33.5	-5.35	-4.65	19	41
#BEBEBE	0.674999999999999	24.075	-3.35	-2.65	20	41
#BEBEBE	25.975	36.775	-3.35	-2.65	21	41
#BEBEBE	-160.96875	-144.76875	-6.35	-5.65	22	41
#BEBEBE	-143.06875	-128.66875	-6.35	-5.65	23	41
#BEBEBE	-33.525	-13.725	-3.35	-2.65	24	41
#FF2E16	-12.025	-1.225	-3.35	-2.65	25	41
#F2FAFF	-3.925	6.875	-4.35	-3.65	26	41
#FF4C2D	8.075	18.875	-4.35	-3.65	27	41
#BEBEBE	-122.402083333333	-108.002083333333	-7.35	-6.65	28	41
#00BFFF	-106.602083333333	-95.8020833333333	-7.35	-6.65	29	41
#BEBEBE	-130.402083333333	-116.002083333333	-8.35	-7.65	30	41
#BEBEBE	-114.402083333333	-100.002083333333	-8.35	-7.65	31	41
#BEBEBE	-32	-15.8	-5.35	-4.65	32	41
#FF331A	-14.3	-3.5	-5.35	-4.65	33	41
#BEBEBE	-143.552083333333	-127.352083333333	-9.35	-8.65	34	41
#3DC3FF	-125.852083333333	-115.052083333333	-9.35	-8.65	35	41
#BEBEBE	-149.652083333333	-135.252083333333	-10.35	-9.65	36	41
#00BFFF	-133.852083333333	-123.052083333333	-10.35	-9.65	37	41
#BEBEBE	20.475	38.475	-4.35	-3.65	38	41
#FF0802	40.075	50.875	-4.35	-3.65	39	41
#9EDAFF	-113.852083333333	-103.052083333333	-9.35	-8.65	40	41
#00BFFF	-101.852083333333	-91.0520833333333	-9.35	-8.65	41	41
#BEBEBE	-20.66875	0.931249999999991	-6.35	-5.65	42	41
#FF5232	2.73124999999999	13.53125	-6.35	-5.65	43	41
#BEBEBE	-69.26875	-58.46875	-6.35	-5.65	44	41
#BEBEBE	-57.26875	-46.46875	-6.35	-5.65	45	41
#BEBEBE	-84.56875	-70.16875	-7.35	-6.65	46	41
#C6E8FF	-68.76875	-57.96875	-7.35	-6.65	47	41
#BEBEBE	9.675	31.275	-5.35	-4.65	48	41
#BEBEBE	33.075	43.875	-5.35	-4.65	49	41
#BEBEBE	15.23125	35.03125	-6.35	-5.65	50	41
#FF0000	36.73125	47.53125	-6.35	-5.65	51	41
#00BFFF	37.975	48.775	-3.35	-2.65	52	41
#CFEBFF	49.975	60.775	-3.35	-2.65	53	41
#FFFFFF	-45.26875	-34.46875	-6.35	-5.65	54	41
#FF3A1F	-33.26875	-22.46875	-6.35	-5.65	55	41
#64CAFF	-146.602083333333	-135.802083333333	-7.35	-6.65	56	41
#DDF1FF	-134.602083333333	-123.802083333333	-7.35	-6.65	57	41
#FFF9F7	-27.925	-17.125	-4.35	-3.65	58	41
#FF3C20	-15.925	-5.125	-4.35	-3.65	59	41
#BEBEBE	-182.002083333333	-160.402083333333	-7.35	-6.65	60	41
#98D8FF	-158.602083333333	-147.802083333333	-7.35	-6.65	61	41
#FFBFAA	13.73125	24.53125	-7.35	-6.65	62	41
#FF0000	25.73125	36.53125	-7.35	-6.65	63	41
#00BFFF	-86.3	-75.5	-5.35	-4.65	64	41
#BEBEBE	-74.3	-63.5	-5.35	-4.65	65	41
#EAF6FF	-153.852083333333	-143.052083333333	-11.35	-10.65	66	41
#FF9779	-141.852083333333	-131.052083333333	-11.35	-10.65	67	41
#6ACCFF	-56.76875	-45.96875	-7.35	-6.65	68	41
#FBFDFF	-44.76875	-33.96875	-7.35	-6.65	69	41
#00BFFF	-88.76875	-77.96875	-8.35	-7.65	70	41
#77CFFF	-76.76875	-65.96875	-8.35	-7.65	71	41
#ABDFFF	-21.26875	-10.46875	-7.35	-6.65	72	41
#FFAC93	-9.26875000000001	1.53124999999999	-7.35	-6.65	73	41
#FF0000	48.73125	59.53125	-6.35	-5.65	74	41
#FF5B3A	60.73125	71.53125	-6.35	-5.65	75	41
#BEBEBE	-189.602083333333	-169.802083333333	-8.35	-7.65	76	41
#00BFFF	-168.102083333333	-157.302083333333	-8.35	-7.65	77	41
#1BC0FF	-191.102083333333	-180.302083333333	-9.35	-8.65	78	41
#BEBEBE	-179.102083333333	-168.302083333333	-9.35	-8.65	79	41
#7FD1FF	-185.102083333333	-174.302083333333	-10.35	-9.65	80	41
#00BFFF	-173.102083333333	-162.302083333333	-10.35	-9.65	81	41
#58C8FF	-93.26875	-82.46875	-6.35	-5.65	82	41
#00BFFF	-81.26875	-70.46875	-6.35	-5.65	83	41
#BEBEBE	-5.4	5.4	-0.35	0.35	1	42
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	42
#BEBEBE	2.7	15.3	-1.35	-0.65	3	42
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	42
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	42
#BEBEBE	-71.925	-59.325	-3.35	-2.65	6	42
#BEBEBE	-57.425	-35.825	-3.35	-2.65	7	42
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	42
#BEBEBE	16.05	30.45	-2.35	-1.65	9	42
#BEBEBE	-57.625	-41.425	-4.35	-3.65	10	42
#BEBEBE	-39.925	-29.125	-4.35	-3.65	11	42
#BEBEBE	-101.225	-77.825	-4.35	-3.65	12	42
#BEBEBE	-75.625	-59.425	-4.35	-3.65	13	42
#BEBEBE	-120	-103.8	-5.35	-4.65	14	42
#BEBEBE	-102.1	-87.7	-5.35	-4.65	15	42
#BEBEBE	-126.76875	-106.96875	-6.35	-5.65	16	42
#FF6C4A	-105.26875	-94.46875	-6.35	-5.65	17	42
#BEBEBE	-62	-45.8	-5.35	-4.65	18	42
#BEBEBE	-44.3	-33.5	-5.35	-4.65	19	42
#BEBEBE	0.674999999999999	24.075	-3.35	-2.65	20	42
#BEBEBE	25.975	36.775	-3.35	-2.65	21	42
#BEBEBE	-160.96875	-144.76875	-6.35	-5.65	22	42
#BEBEBE	-143.06875	-128.66875	-6.35	-5.65	23	42
#BEBEBE	-33.525	-13.725	-3.35	-2.65	24	42
#FF2E16	-12.025	-1.225	-3.35	-2.65	25	42
